encoder,source,class_index,class_name,distinctiveness,top1_competitor,top1_similarity,top2_competitor,top2_similarity,top1_top2_gap
stsb-bert-large,SMIE,6,Pickup,0.53548664,Throw,0.49933285,Standing up (from sitting position),0.488151,0.011181831
stsb-bert-large,SMIE,7,Throw,0.51277894,Pointing to something with finger,0.5354067,Pushing other person,0.53408545,0.0013212562
stsb-bert-large,SMIE,8,Sitting down,0.50586784,Standing up (from sitting position),0.66559076,Drop,0.50648046,0.15911031
stsb-bert-large,SMIE,9,Standing up (from sitting position),0.41882783,Sitting down,0.66559076,Jumping up,0.6557826,0.009808183
stsb-bert-large,SMIE,10,Clapping,0.3792832,Putting the palms together,0.7283366,Handshaking,0.6298042,0.09853238
stsb-bert-large,SMIE,11,Reading,0.5892729,Writing,0.6682484,Typing on a keyboard,0.39596575,0.27228266
stsb-bert-large,SMIE,12,Writing,0.5053693,Reading,0.6682484,Typing on a keyboard,0.6093179,0.058930516
stsb-bert-large,SMIE,13,Tear up paper,0.615566,Take off glasses,0.44533867,Take off a shoe,0.3820139,0.06332478
stsb-bert-large,SMIE,14,Wear jacket,0.5503128,Touching other person's pocket,0.5211994,Put on a hat/cap,0.474055,0.047144413
stsb-bert-large,SMIE,15,Take off jacket,0.47697407,Take off a hat/cap,0.66319567,Take off glasses,0.564358,0.09883767
stsb-bert-large,SMIE,16,Wear a shoe,0.5716722,Take off a shoe,0.5634861,Kicking something,0.4596805,0.1038056
stsb-bert-large,SMIE,17,Take off a shoe,0.47639048,Take off glasses,0.58754474,Take off a hat/cap,0.57269096,0.0148537755
stsb-bert-large,SMIE,18,Wear on glasses,0.550947,Put on a hat/cap,0.62538975,Wiping face,0.4360115,0.18937826
stsb-bert-large,SMIE,19,Take off glasses,0.45941782,Take off a hat/cap,0.58920324,Take off a shoe,0.58754474,0.0016584992
stsb-bert-large,SMIE,20,Put on a hat/cap,0.508323,Wear on glasses,0.62538975,Using a fan (with hand or paper),0.49180335,0.1335864
stsb-bert-large,SMIE,21,Take off a hat/cap,0.4498273,Take off jacket,0.66319567,Take off glasses,0.58920324,0.07399243
stsb-bert-large,SMIE,22,Cheer up,0.60284543,Clapping,0.41618252,Hugging other person,0.4036715,0.012511015
stsb-bert-large,SMIE,23,Hand waving,0.4738148,Handshaking,0.5639653,Salute,0.5572677,0.006697595
stsb-bert-large,SMIE,24,Kicking something,0.42576462,Kicking other person,0.81639093,Hopping (one foot jumping),0.60150284,0.2148881
stsb-bert-large,SMIE,25,Reach into pocket,0.5192576,Touching other person's pocket,0.71849793,Handshaking,0.44134212,0.27715582
stsb-bert-large,SMIE,26,Hopping (one foot jumping),0.45466983,Jumping up,0.62283605,Kicking something,0.60150284,0.021333218
stsb-bert-large,SMIE,27,Jumping up,0.50442183,Standing up (from sitting position),0.6557826,Hopping (one foot jumping),0.62283605,0.032946527
stsb-bert-large,SMIE,28,Make a phone call/Answer phone,0.66402656,Playing with phone/tablet,0.50722516,Walking towards each other,0.3062401,0.20098504
stsb-bert-large,SMIE,29,Playing with phone/tablet,0.5614753,Make a phone call/Answer phone,0.50722516,Typing on a keyboard,0.504834,0.0023911595
stsb-bert-large,SMIE,30,Typing on a keyboard,0.55213976,Writing,0.6093179,Playing with phone/tablet,0.504834,0.1044839
stsb-bert-large,SMIE,31,Pointing to something with finger,0.49985468,Throw,0.5354067,Pointing finger at the other person,0.51248175,0.02292496
stsb-bert-large,SMIE,32,Taking a selfie,0.6870079,Handshaking,0.32780397,Playing with phone/tablet,0.3266735,0.0011304617
stsb-bert-large,SMIE,33,Checking time (from watch),0.6493627,Typing on a keyboard,0.3764655,Reach into pocket,0.35141265,0.025052845
stsb-bert-large,SMIE,34,Rubbing two hands together,0.4619847,Putting the palms together,0.57902473,Patting on back of other person,0.5585193,0.020505428
stsb-bert-large,SMIE,35,Nod headbow,0.46404505,Salute,0.6204051,Handshaking,0.61854184,0.0018632412
stsb-bert-large,SMIE,36,Shake head,0.50406796,Crossing hands in front (saying stop),0.5632816,Pointing finger at the other person,0.54239035,0.02089125
stsb-bert-large,SMIE,37,Wiping face,0.5025304,Brushing teeth,0.58123624,Sneeze/cough,0.565926,0.015310228
stsb-bert-large,SMIE,38,Salute,0.3482855,Handshaking,0.7787703,Putting the palms together,0.7001977,0.07857263
stsb-bert-large,SMIE,39,Putting the palms together,0.33805817,Handshaking,0.7530523,Clapping,0.7283366,0.024715722
stsb-bert-large,SMIE,40,Crossing hands in front (saying stop),0.5266994,Shake head,0.5632816,Putting the palms together,0.48907596,0.07420564
stsb-bert-large,SMIE,41,Sneeze/cough,0.48738176,Nausea or vomiting,0.6751331,Wiping face,0.565926,0.10920709
stsb-bert-large,SMIE,42,Staggering,0.5052357,Falling,0.6142266,Shake head,0.5099661,0.104260504
stsb-bert-large,SMIE,43,Falling,0.4579172,Drop,0.7496043,Staggering,0.6142266,0.1353777
stsb-bert-large,SMIE,44,Touching head (headache),0.4129032,Touching neck (neckache),0.822592,Touching back (backache),0.6753062,0.14728582
stsb-bert-large,SMIE,45,Touching chest (stomachache/heart pain),0.52558583,Hugging other person,0.53383124,Touching neck (neckache),0.4867543,0.04707694
stsb-bert-large,SMIE,46,Touching back (backache),0.45063227,Touching head (headache),0.6753062,Touching neck (neckache),0.6019526,0.07335359
stsb-bert-large,SMIE,47,Touching neck (neckache),0.43176597,Touching head (headache),0.822592,Touching back (backache),0.6019526,0.22063941
stsb-bert-large,SMIE,48,Nausea or vomiting,0.53337073,Sneeze/cough,0.6751331,Staggering,0.44997105,0.22516206
stsb-bert-large,SMIE,49,Using a fan (with hand or paper),0.54558027,Rubbing two hands together,0.53163487,Put on a hat/cap,0.49180335,0.03983152
stsb-bert-large,SMIE,50,Punching/Slapping other person,0.4849348,Kicking other person,0.6360256,Pushing other person,0.60172457,0.034301043
stsb-bert-large,SMIE,51,Kicking other person,0.38757265,Kicking something,0.81639093,Pushing other person,0.6601861,0.15620482
stsb-bert-large,SMIE,52,Pushing other person,0.40949762,Kicking other person,0.6601861,Punching/Slapping other person,0.60172457,0.058461547
stsb-bert-large,SMIE,53,Patting on back of other person,0.4189275,Hugging other person,0.62082,Clapping,0.5998972,0.02092278
stsb-bert-large,SMIE,54,Pointing finger at the other person,0.4576596,Pushing other person,0.58486164,Punching/Slapping other person,0.5495355,0.035326123
stsb-bert-large,SMIE,55,Hugging other person,0.44248343,Patting on back of other person,0.62082,Handshaking,0.6013874,0.019432604
stsb-bert-large,SMIE,56,Giving something to other person,0.5909026,Handshaking,0.4338781,Hand waving,0.42493787,0.00894022
stsb-bert-large,SMIE,57,Touching other person's pocket,0.50900066,Reach into pocket,0.71849793,Wear jacket,0.5211994,0.19729853
stsb-bert-large,SMIE,58,Handshaking,0.3236888,Salute,0.7787703,Putting the palms together,0.7530523,0.025718033
stsb-bert-large,SMIE,59,Walking towards each other,0.48657972,Pushing other person,0.5468063,Standing up (from sitting position),0.5420672,0.004739046
stsb-bert-large,SMIE,60,Walking apart from each other,0.5486214,Walking towards each other,0.4774119,Take off jacket,0.46750686,0.00990504
stsb-bert-large,SA-DVAE,1,Drink water,0.55571806,Nod headbow,0.48726767,Sneeze/cough,0.47448644,0.012781233
stsb-bert-large,SA-DVAE,2,Eat meal/snack,0.6779999,Cheer up,0.38724416,Drink water,0.36516768,0.022076488
stsb-bert-large,SA-DVAE,3,Brushing teeth,0.5461134,Wiping face,0.58123624,Brushing hair,0.47913796,0.102098286
stsb-bert-large,SA-DVAE,4,Brushing hair,0.5980121,Brushing teeth,0.47913796,Take off a hat/cap,0.40456608,0.07457188
stsb-bert-large,SA-DVAE,5,Drop,0.47120994,Falling,0.7496043,Sitting down,0.50648046,0.24312383
stsb-bert-large,SA-DVAE,6,Pickup,0.53548664,Throw,0.49933285,Standing up (from sitting position),0.488151,0.011181831
stsb-bert-large,SA-DVAE,7,Throw,0.51277894,Pointing to something with finger,0.5354067,Pushing other person,0.53408545,0.0013212562
stsb-bert-large,SA-DVAE,8,Sitting down,0.50586784,Standing up (from sitting position),0.66559076,Drop,0.50648046,0.15911031
stsb-bert-large,SA-DVAE,9,Standing up (from sitting position),0.41882783,Sitting down,0.66559076,Jumping up,0.6557826,0.009808183
stsb-bert-large,SA-DVAE,10,Clapping,0.3792832,Putting the palms together,0.7283366,Handshaking,0.6298042,0.09853238
stsb-bert-large,SA-DVAE,11,Reading,0.5892729,Writing,0.6682484,Typing on a keyboard,0.39596575,0.27228266
stsb-bert-large,SA-DVAE,12,Writing,0.5053693,Reading,0.6682484,Typing on a keyboard,0.6093179,0.058930516
stsb-bert-large,SA-DVAE,13,Tear up paper,0.615566,Take off glasses,0.44533867,Take off a shoe,0.3820139,0.06332478
stsb-bert-large,SA-DVAE,14,Wear jacket,0.5503128,Touching other person's pocket,0.5211994,Put on a hat/cap,0.474055,0.047144413
stsb-bert-large,SA-DVAE,15,Take off jacket,0.47697407,Take off a hat/cap,0.66319567,Take off glasses,0.564358,0.09883767
stsb-bert-large,SA-DVAE,16,Wear a shoe,0.5716722,Take off a shoe,0.5634861,Kicking something,0.4596805,0.1038056
stsb-bert-large,SA-DVAE,17,Take off a shoe,0.47639048,Take off glasses,0.58754474,Take off a hat/cap,0.57269096,0.0148537755
stsb-bert-large,SA-DVAE,18,Wear on glasses,0.550947,Put on a hat/cap,0.62538975,Wiping face,0.4360115,0.18937826
stsb-bert-large,SA-DVAE,19,Take off glasses,0.45941782,Take off a hat/cap,0.58920324,Take off a shoe,0.58754474,0.0016584992
stsb-bert-large,SA-DVAE,20,Put on a hat/cap,0.508323,Wear on glasses,0.62538975,Using a fan (with hand or paper),0.49180335,0.1335864
stsb-bert-large,SA-DVAE,21,Take off a hat/cap,0.4498273,Take off jacket,0.66319567,Take off glasses,0.58920324,0.07399243
stsb-bert-large,SA-DVAE,22,Cheer up,0.60284543,Clapping,0.41618252,Hugging other person,0.4036715,0.012511015
stsb-bert-large,SA-DVAE,23,Hand waving,0.4738148,Handshaking,0.5639653,Salute,0.5572677,0.006697595
stsb-bert-large,SA-DVAE,24,Kicking something,0.42576462,Kicking other person,0.81639093,Hopping (one foot jumping),0.60150284,0.2148881
stsb-bert-large,SA-DVAE,25,Reach into pocket,0.5192576,Touching other person's pocket,0.71849793,Handshaking,0.44134212,0.27715582
stsb-bert-large,SA-DVAE,26,Hopping (one foot jumping),0.45466983,Jumping up,0.62283605,Kicking something,0.60150284,0.021333218
stsb-bert-large,SA-DVAE,27,Jumping up,0.50442183,Standing up (from sitting position),0.6557826,Hopping (one foot jumping),0.62283605,0.032946527
stsb-bert-large,SA-DVAE,28,Make a phone call/Answer phone,0.66402656,Playing with phone/tablet,0.50722516,Walking towards each other,0.3062401,0.20098504
stsb-bert-large,SA-DVAE,29,Playing with phone/tablet,0.5614753,Make a phone call/Answer phone,0.50722516,Typing on a keyboard,0.504834,0.0023911595
stsb-bert-large,SA-DVAE,30,Typing on a keyboard,0.55213976,Writing,0.6093179,Playing with phone/tablet,0.504834,0.1044839
stsb-bert-large,SA-DVAE,31,Pointing to something with finger,0.49985468,Throw,0.5354067,Pointing finger at the other person,0.51248175,0.02292496
stsb-bert-large,SA-DVAE,32,Taking a selfie,0.6870079,Handshaking,0.32780397,Playing with phone/tablet,0.3266735,0.0011304617
stsb-bert-large,SA-DVAE,33,Checking time (from watch),0.6493627,Typing on a keyboard,0.3764655,Reach into pocket,0.35141265,0.025052845
stsb-bert-large,SA-DVAE,34,Rubbing two hands together,0.4619847,Putting the palms together,0.57902473,Patting on back of other person,0.5585193,0.020505428
stsb-bert-large,SA-DVAE,35,Nod headbow,0.46404505,Salute,0.6204051,Handshaking,0.61854184,0.0018632412
stsb-bert-large,SA-DVAE,36,Shake head,0.50406796,Crossing hands in front (saying stop),0.5632816,Pointing finger at the other person,0.54239035,0.02089125
stsb-bert-large,SA-DVAE,37,Wiping face,0.5025304,Brushing teeth,0.58123624,Sneeze/cough,0.565926,0.015310228
stsb-bert-large,SA-DVAE,38,Salute,0.3482855,Handshaking,0.7787703,Putting the palms together,0.7001977,0.07857263
stsb-bert-large,SA-DVAE,39,Putting the palms together,0.33805817,Handshaking,0.7530523,Clapping,0.7283366,0.024715722
stsb-bert-large,SA-DVAE,40,Crossing hands in front (saying stop),0.5266994,Shake head,0.5632816,Putting the palms together,0.48907596,0.07420564
stsb-bert-large,SA-DVAE,41,Sneeze/cough,0.48738176,Nausea or vomiting,0.6751331,Wiping face,0.565926,0.10920709
stsb-bert-large,SA-DVAE,42,Staggering,0.5052357,Falling,0.6142266,Shake head,0.5099661,0.104260504
stsb-bert-large,SA-DVAE,43,Falling,0.4579172,Drop,0.7496043,Staggering,0.6142266,0.1353777
stsb-bert-large,SA-DVAE,44,Touching head (headache),0.4129032,Touching neck (neckache),0.822592,Touching back (backache),0.6753062,0.14728582
stsb-bert-large,SA-DVAE,45,Touching chest (stomachache/heart pain),0.52558583,Hugging other person,0.53383124,Touching neck (neckache),0.4867543,0.04707694
stsb-bert-large,SA-DVAE,46,Touching back (backache),0.45063227,Touching head (headache),0.6753062,Touching neck (neckache),0.6019526,0.07335359
stsb-bert-large,SA-DVAE,47,Touching neck (neckache),0.43176597,Touching head (headache),0.822592,Touching back (backache),0.6019526,0.22063941
stsb-bert-large,SA-DVAE,48,Nausea or vomiting,0.53337073,Sneeze/cough,0.6751331,Staggering,0.44997105,0.22516206
stsb-bert-large,SA-DVAE,49,Using a fan (with hand or paper),0.54558027,Rubbing two hands together,0.53163487,Put on a hat/cap,0.49180335,0.03983152
stsb-bert-large,SA-DVAE,50,Punching/Slapping other person,0.4849348,Kicking other person,0.6360256,Pushing other person,0.60172457,0.034301043
stsb-bert-large,SA-DVAE,51,Kicking other person,0.38757265,Kicking something,0.81639093,Pushing other person,0.6601861,0.15620482
stsb-bert-large,SA-DVAE,52,Pushing other person,0.40949762,Kicking other person,0.6601861,Punching/Slapping other person,0.60172457,0.058461547
stsb-bert-large,SA-DVAE,53,Patting on back of other person,0.4189275,Hugging other person,0.62082,Clapping,0.5998972,0.02092278
stsb-bert-large,SA-DVAE,54,Pointing finger at the other person,0.4576596,Pushing other person,0.58486164,Punching/Slapping other person,0.5495355,0.035326123
stsb-bert-large,SA-DVAE,55,Hugging other person,0.44248343,Patting on back of other person,0.62082,Handshaking,0.6013874,0.019432604
stsb-bert-large,SA-DVAE,56,Giving something to other person,0.5909026,Handshaking,0.4338781,Hand waving,0.42493787,0.00894022
stsb-bert-large,SA-DVAE,57,Touching other person's pocket,0.50900066,Reach into pocket,0.71849793,Wear jacket,0.5211994,0.19729853
stsb-bert-large,SA-DVAE,58,Handshaking,0.3236888,Salute,0.7787703,Putting the palms together,0.7530523,0.025718033
stsb-bert-large,SA-DVAE,59,Walking towards each other,0.48657972,Pushing other person,0.5468063,Standing up (from sitting position),0.5420672,0.004739046
stsb-bert-large,SA-DVAE,60,Walking apart from each other,0.5486214,Walking towards each other,0.4774119,Take off jacket,0.46750686,0.00990504
stsb-bert-large,STAR,1,Drink water,0.30245888,Nausea or vomiting,0.71728873,Nod headbow,0.7100419,0.007246852
stsb-bert-large,STAR,2,Eat meal/snack,0.36321503,Nausea or vomiting,0.6817048,Sitting down,0.6417749,0.039929926
stsb-bert-large,STAR,3,Brushing teeth,0.36262184,Wiping face,0.69882846,Brushing hair,0.6926216,0.00620687
stsb-bert-large,STAR,4,Brushing hair,0.31163043,Wiping face,0.69593817,Brushing teeth,0.6926216,0.0033165812
stsb-bert-large,STAR,5,Drop,0.22690499,Pickup,0.8093686,Falling,0.7977463,0.01162231
stsb-bert-large,STAR,6,Pickup,0.18003958,Jumping up,0.8494013,Standing up (from sitting position),0.818285,0.031116307
stsb-bert-large,STAR,7,Throw,0.13799322,Jumping up,0.8890253,Kicking something,0.8849225,0.0041027665
stsb-bert-large,STAR,8,Sitting down,0.23505127,Touching back (backache),0.80135036,Pickup,0.7739425,0.027407885
stsb-bert-large,STAR,9,Standing up (from sitting position),0.16859496,Jumping up,0.87447226,Pushing other person,0.84005874,0.034413517
stsb-bert-large,STAR,10,Clapping,0.23516881,Patting on back of other person,0.7867425,Shake head,0.7683883,0.018354237
stsb-bert-large,STAR,11,Reading,0.29693288,Writing,0.8445699,Typing on a keyboard,0.7197889,0.12478101
stsb-bert-large,STAR,12,Writing,0.26155746,Reading,0.8445699,Typing on a keyboard,0.8039012,0.040668726
stsb-bert-large,STAR,13,Tear up paper,0.30074632,Pushing other person,0.71043086,Throw,0.70942545,0.0010054111
stsb-bert-large,STAR,14,Wear jacket,0.24777967,Take off jacket,0.8845973,Put on a hat/cap,0.7581481,0.12644923
stsb-bert-large,STAR,15,Take off jacket,0.22341222,Wear jacket,0.8845973,Take off a hat/cap,0.83184814,0.052749157
stsb-bert-large,STAR,16,Wear a shoe,0.19232196,Take off a shoe,0.90198743,Put on a hat/cap,0.84937084,0.052616596
stsb-bert-large,STAR,17,Take off a shoe,0.18213081,Wear a shoe,0.90198743,Take off a hat/cap,0.84536695,0.05662048
stsb-bert-large,STAR,18,Wear on glasses,0.21616882,Put on a hat/cap,0.8071781,Take off glasses,0.80691737,0.00026071072
stsb-bert-large,STAR,19,Take off glasses,0.23629266,Wear on glasses,0.80691737,Take off a hat/cap,0.8033874,0.0035299659
stsb-bert-large,STAR,20,Put on a hat/cap,0.1813755,Take off a hat/cap,0.87077725,Wear a shoe,0.84937084,0.021406412
stsb-bert-large,STAR,21,Take off a hat/cap,0.17345369,Put on a hat/cap,0.87077725,Take off a shoe,0.84536695,0.025410295
stsb-bert-large,STAR,22,Cheer up,0.3828789,Hand waving,0.66246945,Standing up (from sitting position),0.6173711,0.045098364
stsb-bert-large,STAR,23,Hand waving,0.24120218,Patting on back of other person,0.7702615,Giving something to other person,0.7646577,0.00560385
stsb-bert-large,STAR,24,Kicking something,0.13186014,Kicking other person,0.930881,Throw,0.8849225,0.04595852
stsb-bert-large,STAR,25,Reach into pocket,0.20680201,Touching other person's pocket,0.9561632,Put on a hat/cap,0.78905416,0.16710907
stsb-bert-large,STAR,26,Hopping (one foot jumping),0.14242822,Jumping up,0.90879476,Throw,0.8623424,0.046452343
stsb-bert-large,STAR,27,Jumping up,0.11946952,Hopping (one foot jumping),0.90879476,Throw,0.8890253,0.01976949
stsb-bert-large,STAR,28,Make a phone call/Answer phone,0.27639198,Playing with phone/tablet,0.8133843,Handshaking,0.7075327,0.10585159
stsb-bert-large,STAR,29,Playing with phone/tablet,0.22936332,Make a phone call/Answer phone,0.8133843,Taking a selfie,0.7750164,0.038367867
stsb-bert-large,STAR,30,Typing on a keyboard,0.277112,Writing,0.8039012,Playing with phone/tablet,0.73040783,0.07349336
stsb-bert-large,STAR,31,Pointing to something with finger,0.13695192,Pointing finger at the other person,0.97003955,Putting the palms together,0.8520405,0.11799902
stsb-bert-large,STAR,32,Taking a selfie,0.26808727,Playing with phone/tablet,0.7750164,Giving something to other person,0.7323266,0.0426898
stsb-bert-large,STAR,33,Checking time (from watch),0.27917707,Wear on glasses,0.7583032,Shake head,0.71810603,0.040197194
stsb-bert-large,STAR,34,Rubbing two hands together,0.16640675,Putting the palms together,0.86998975,Crossing hands in front (saying stop),0.845676,0.024313748
stsb-bert-large,STAR,35,Nod headbow,0.21523958,Shake head,0.8094413,Handshaking,0.7869822,0.02245915
stsb-bert-large,STAR,36,Shake head,0.17965996,Crossing hands in front (saying stop),0.83784115,Rubbing two hands together,0.8264444,0.011396766
stsb-bert-large,STAR,37,Wiping face,0.25549233,Sneeze/cough,0.79957163,Rubbing two hands together,0.7445248,0.055046856
stsb-bert-large,STAR,38,Salute,0.22192323,Handshaking,0.81729096,Wear on glasses,0.7834852,0.033805788
stsb-bert-large,STAR,39,Putting the palms together,0.14793521,Crossing hands in front (saying stop),0.9115969,Rubbing two hands together,0.86998975,0.04160714
stsb-bert-large,STAR,40,Crossing hands in front (saying stop),0.15035725,Putting the palms together,0.9115969,Rubbing two hands together,0.845676,0.06592089
stsb-bert-large,STAR,41,Sneeze/cough,0.2830606,Nausea or vomiting,0.8088968,Wiping face,0.79957163,0.009325147
stsb-bert-large,STAR,42,Staggering,0.2639953,Falling,0.8709481,Walking apart from each other,0.74467635,0.12627172
stsb-bert-large,STAR,43,Falling,0.24262899,Staggering,0.8709481,Drop,0.7977463,0.073201776
stsb-bert-large,STAR,44,Touching head (headache),0.20402384,Touching back (backache),0.840171,Touching neck (neckache),0.8249453,0.0152257085
stsb-bert-large,STAR,45,Touching chest (stomachache/heart pain),0.21587145,Touching head (headache),0.81254655,Touching back (backache),0.8049482,0.0075983405
stsb-bert-large,STAR,46,Touching back (backache),0.17275125,Touching neck (neckache),0.8932841,Touching head (headache),0.840171,0.053113103
stsb-bert-large,STAR,47,Touching neck (neckache),0.18893927,Touching back (backache),0.8932841,Touching head (headache),0.8249453,0.06833881
stsb-bert-large,STAR,48,Nausea or vomiting,0.22572613,Sneeze/cough,0.8088968,Touching neck (neckache),0.7806306,0.028266191
stsb-bert-large,STAR,49,Using a fan (with hand or paper),0.24216515,Rubbing two hands together,0.80997586,Patting on back of other person,0.7984157,0.011560142
stsb-bert-large,STAR,50,Punching/Slapping other person,0.21769094,Kicking other person,0.8084666,Kicking something,0.8000106,0.008455992
stsb-bert-large,STAR,51,Kicking other person,0.1621176,Kicking something,0.930881,Throw,0.82906985,0.10181117
stsb-bert-large,STAR,52,Pushing other person,0.15441114,Jumping up,0.88095844,Throw,0.8426323,0.038326144
stsb-bert-large,STAR,53,Patting on back of other person,0.19047499,Hugging other person,0.8500961,Rubbing two hands together,0.8158802,0.034215927
stsb-bert-large,STAR,54,Pointing finger at the other person,0.1390065,Pointing to something with finger,0.97003955,Putting the palms together,0.84806764,0.121971905
stsb-bert-large,STAR,55,Hugging other person,0.24055022,Patting on back of other person,0.8500961,Handshaking,0.74546534,0.10463077
stsb-bert-large,STAR,56,Giving something to other person,0.19066846,Pointing to something with finger,0.8463471,Pointing finger at the other person,0.83736056,0.008986533
stsb-bert-large,STAR,57,Touching other person's pocket,0.19978583,Reach into pocket,0.9561632,Put on a hat/cap,0.7715219,0.1846413
stsb-bert-large,STAR,58,Handshaking,0.20101398,Salute,0.81729096,Shake head,0.81316036,0.004130602
stsb-bert-large,STAR,59,Walking towards each other,0.22178018,Walking apart from each other,0.87777597,Jumping up,0.7722118,0.10556418
stsb-bert-large,STAR,60,Walking apart from each other,0.21146071,Walking towards each other,0.87777597,Kicking something,0.7814257,0.09635025
